-42,2,-2,-28,0,4,5,5
22,1,-36,10,-7,-3,8,1
-20,5,-10,-7,2,6,-11,-6
26,2,9,3,0,-14,-4,25
-4,22,15,-11,-2,2,-4,-9
-8,-17,6,3,-1,3,6,18
-3,1,-6,11,1,-3,10,12
19,1,-7,-8,-6,-4,-18,-25
-17,1,-2,24,-1,1,10,9
-7,2,-16,-14,5,-17,-22,-14
-12,-17,-12,-43,-12,8,4,-3
16,-4,35,62,4,6,8,6
16,18,2,15,16,3,3,21
-34,-2,9,-6,-1,2,-5,10
75,-9,-24,-42,-17,-29,-10,-28
3,-3,-2,-31,-4,10,7,4
-16,5,4,47,8,3,-5,-1
12,11,-9,-2,4,-3,-2,9
-12,4,17,-11,-4,-5,5,9
21,-15,-7,-34,-7,3,5,16
0,1,5,27,-1,-1,3,-6
16,-5,-1,3,7,1,-8,-8
-6,10,-18,16,3,6,-2,38
2,-12,-2,-11,-4,3,15,-41
-44,1,-5,-18,-4,-14,-26,1
15,-5,14,-8,-11,-13,9,-8
1,1,8,18,2,7,-7,-16
-31,-1,6,7,4,-1,10,29
31,6,-3,-4,-3,-7,0,-7
-29,-5,-14,13,7,3,-8,-23
-3,-1,0,-20,-2,-13,1,-3
-3,-3,-9,32,-3,2,-4,-4
33,-5,-3,-11,-2,5,6,3
0,3,5,-16,-7,-13,-7,3
-1,7,10,8,3,10,8,-4
-11,-1,9,7,3,-1,-14,-10
-4,4,-5,17,-2,-6,19,4
28,-9,-11,-22,-7,22,-10,11
-46,-6,14,4,-3,-18,-11,-21
-8,-6,-34,-19,-3,-1,-6,-9
-1,5,21,-3,2,0,20,22
-32,-19,-20,-5,-5,-8,-7,-12
9,6,21,5,-2,6,-6,-2
13,2,1,3,-1,-4,-15,-6
0,-2,-10,-29,-2,7,8,4
-11,1,1,-2,-8,0,6,-4
8,-4,-16,7,2,-4,-2,0
-11,12,21,35,11,4,15,20
35,-3,-2,-3,-1,-5,-17,14
30,22,5,-13,-6,1,12,3
-5,-15,-11,15,3,-5,-3,-3
-2,3,-21,-17,-3,2,7,-6
21,-3,6,7,1,15,-7,12
-14,-3,0,-4,5,-12,-25,-6
-4,12,7,-17,-2,16,24,-3
8,1,2,24,-1,-17,-5,-4
-15,-5,3,0,-3,-3,-4,-3
42,17,21,-10,-3,-1,5,5
-11,2,-13,28,6,0,2,4
-14,-8,16,-23,0,4,-4,-7
-16,0,-8,0,-8,-8,-6,-6
-38,9,-27,-24,-2,0,10,-11
51,-18,15,-1,-8,-11,-26,10
-16,1,-17,11,5,13,31,9
-32,-7,-7,-1,0,4,-9,-15
11,-5,8,5,0,-1,8,11
15,-3,-26,-16,0,0,18,6
12,1,0,-11,-11,-7,-29,2
25,-11,5,8,3,-2,-2,-8
-30,2,3,5,3,10,3,-15
-3,21,8,14,5,2,3,4
15,-6,-1,-13,-4,-16,3,-4
-13,16,-5,11,0,18,1,-5
26,-8,6,12,-2,-15,-12,4
-39,5,-2,-22,-4,-6,-1,-2
22,-11,-23,10,-6,-5,-19,-23
-33,-8,14,-25,-5,-1,6,4
-1,-1,4,23,2,4,12,-2
5,-7,6,-7,3,21,13,-3
9,8,10,-34,-14,-33,-48,-3
15,-6,12,11,-9,-5,17,6
-14,-2,-5,21,7,6,-17,-14
12,0,13,20,2,-5,21,-1
-29,-29,-36,-27,-3,26,20,-1
33,12,-11,-5,-4,-13,-10,10
7,2,3,-10,-1,0,0,20
-3,0,-5,14,-4,-13,-13,-4
23,9,25,-9,-2,3,3,-11
-18,-7,-10,-5,0,8,0,-11
4,-6,10,-13,-8,-14,1,14
-31,-20,-13,13,2,-4,-13,-11
7,9,12,-13,-3,-5,2,6
-6,-13,-14,4,1,-14,1,-16
-8,4,15,0,0,9,-1,-2
16,7,-20,-6,-3,-4,-31,-5
-9,6,11,-6,0,-3,15,16
15,-7,4,10,0,-2,-8,-4
-9,3,-49,-10,-4,-4,12,4
34,-32,-4,-6,2,0,-6,0
-19,5,-5,6,-2,5,-3,-9
20,4,-11,-40,-5,-14,-6,-2
-2,-18,12,41,1,-2,-2,0
-42,10,17,-1,3,5,21,-5
38,-5,-12,21,6,2,-15,6
-81,-7,7,-41,-12,-5,-11,-15
70,-13,-24,40,-3,1,-21,-18
14,0,12,-5,6,1,12,8
-22,-13,5,-2,-5,-11,8,-8
3,-1,-2,-15,-2,-5,4,5
-12,10,-10,-19,-5,7,-6,-2
-5,-3,14,8,-1,0,-1,0
-4,2,-5,-2,0,2,9,-1
35,9,2,0,-1,10,8,9
-84,-12,2,-13,-1,-1,4,-9
33,12,-4,9,3,-2,-7,15
-29,3,-6,-16,-7,-5,9,-2
7,-17,7,7,2,13,-8,10
27,-5,-14,-2,-1,-13,-16,-14
-27,12,-28,10,-5,-3,7,-5
-32,4,0,8,7,11,-6,-2
7,3,-11,0,-2,-16,5,-2
11,10,28,-13,-5,1,-7,-4
4,-5,-34,-34,-3,-3,-7,10
7,-2,-10,2,-5,-10,-2,-13
9,14,-26,24,7,5,-6,-16
