-5,-29,-3,-1,-1,4,12,28
-1,-19,-95,-5,-8,-16,-10,-30
-2,-12,-71,-13,-3,6,-4,20
-3,-58,34,2,-1,-1,-9,3
5,24,-19,-13,-8,-7,13,20
-4,-56,-23,-1,1,-2,4,-10
5,15,68,15,5,4,-17,-20
-3,-29,17,7,3,-10,31,68
2,-21,-105,-16,-4,31,12,1
-4,19,70,4,1,-3,-9,-7
11,37,-13,-3,-3,-12,-20,-10
-12,-47,-28,-15,-2,17,5,42
10,16,30,13,6,-3,-6,-6
-3,26,14,3,-1,0,11,19
-6,14,-47,-5,-2,-3,-7,-20
3,17,109,11,0,-11,-15,-11
-4,-14,-110,-26,-5,-4,3,-14
7,29,16,-10,-8,-5,-9,6
-15,-33,11,20,2,-1,15,-1
10,26,-5,26,9,0,-8,-7
10,2,43,4,7,2,4,-15
-28,-13,-27,-25,-11,-17,-2,-11
-4,-3,12,-8,-1,13,14,0
-3,38,46,-31,-6,2,-2,-7
17,24,81,26,1,-11,-7,10
4,14,-64,11,4,18,8,-9
22,-22,34,7,5,-10,10,2
-15,75,-2,-3,-3,16,-2,-2
-20,-81,-89,-41,-12,-11,-2,-4
2,36,0,1,0,-4,-16,5
2,-18,27,0,-1,-1,31,5
-7,2,-5,-19,-3,-3,-1,-6
7,42,97,26,5,-6,-4,-1
-8,-16,-74,-1,-2,7,14,5
-10,-20,22,-11,-8,-17,-21,3
8,-11,-23,7,6,22,8,-9
-6,1,-33,-5,-7,-9,3,-8
11,29,125,19,6,-5,-8,24
-17,-19,-55,-22,-8,1,-3,-43
0,11,16,0,-4,-11,-2,-7
-3,-31,-83,0,1,7,-3,8
2,-23,30,1,-6,-10,-3,-11
8,11,-25,7,9,0,-7,6
-16,13,38,12,4,9,33,33
-1,37,-72,-6,1,2,5,1
0,-13,-6,-6,-1,-7,-3,-7
4,-8,5,1,-4,3,1,12
3,-18,12,4,-4,-12,-12,-40
-8,-37,58,-6,-1,13,5,17
3,43,-49,-36,-7,-3,9,3
2,-20,5,8,-2,-10,-4,-5
7,-18,70,43,16,16,3,-2
3,42,-32,-5,-4,-5,-4,-11
-1,-60,-33,1,1,0,-1,5
-3,21,-2,-24,-6,-3,2,10
5,16,-13,-12,-5,-5,-12,3
0,14,62,24,9,4,-7,-8
0,-51,-65,-13,-4,-10,-6,14
-4,52,-1,-5,-2,8,1,3
5,-11,-23,-1,-2,-3,0,9
0,6,56,3,3,1,-3,-8
