-9,10,-2,-3,-5,20,-3,10
-3,3,2,3,2,-8,-16,-1
9,-36,-7,-5,-5,-8,14,-2
5,25,4,-2,-10,-27,-16,-5
-15,-31,-5,3,11,36,51,3
12,1,1,-1,-1,4,-5,-4
-7,21,1,-2,-9,-21,-11,2
-15,-3,-2,3,4,-8,6,8
-4,4,9,0,-5,-12,-5,-27
14,9,-12,-7,-4,14,7,8
5,7,6,6,6,-11,-8,10
-14,-1,-5,-4,1,37,10,-7
-11,1,-1,1,3,-44,-38,32
-1,4,4,2,-2,8,31,0
-8,16,0,0,-4,-23,-15,-4
-7,-26,-5,-3,1,19,-6,-4
7,16,-4,-3,-3,-6,4,-17
0,13,-3,-1,8,-17,-10,16
-3,-17,0,3,9,16,-2,6
6,-4,5,2,2,15,0,-6
-16,44,3,-2,4,27,-2,-42
-45,-51,-1,-1,-6,-14,-8,-31
-21,-9,-4,-1,2,21,16,2
11,-2,7,1,-1,-4,-4,15
10,9,-4,-4,-9,13,-12,3
8,-12,6,3,4,-10,8,23
-1,59,9,0,0,12,-5,36
-25,-52,-12,-3,5,15,-2,0
10,-21,-5,-1,-2,-51,-5,21
20,4,1,3,2,24,-22,-6
2,-10,-2,-2,-5,-26,44,22
8,12,1,-3,-1,-12,13,10
-14,2,-1,2,1,5,1,5
-8,-24,-5,-2,3,13,-5,-34
1,-2,-3,-1,4,33,-17,-3
-3,31,13,3,1,-19,-4,10
-5,-34,-13,-5,-3,12,1,16
-15,-9,3,-2,-7,-7,6,29
8,10,-7,-4,-3,9,9,-56
-1,1,-5,-1,0,14,-9,-19
7,-8,-1,2,2,43,21,2
8,16,-1,-3,-8,-15,17,71
11,-6,-2,0,-1,6,-12,-2
-3,17,0,-1,-6,-4,-12,-16
1,14,5,0,-1,-13,-10,4
2,-25,-10,-2,-1,-38,-14,-3
-25,-18,-1,-2,-5,-10,2,-7
20,12,2,0,-2,-6,-1,-11
-13,-11,-7,-2,-5,4,-2,-5
-5,-18,1,0,-3,-8,-2,-15
-6,-5,-2,-1,-3,-14,-16,2
0,2,-3,-1,0,2,-7,4
18,4,0,-5,-6,26,14,5
5,8,0,0,-1,-5,-16,-29
5,3,1,-1,-4,-12,14,46
6,11,-2,1,2,-4,-18,-10
-10,-20,-1,-4,-4,-7,12,-2
10,8,-4,-2,-7,0,-9,-18
-9,7,0,-2,-6,29,9,9
-1,2,1,-3,0,5,2,10
-2,4,-8,-2,4,4,-6,-2
4,-1,0,0,-2,-33,-18,2
13,6,0,1,5,-2,-1,11
-8,-5,1,-1,-7,6,-1,-3
3,-16,-5,-2,-6,-9,-14,-39
-29,-11,1,-1,2,29,26,-9
47,13,-2,-1,0,-7,-46,46
15,-5,-10,-4,2,-8,50,-29
-16,24,12,3,-2,-25,-6,23
12,1,-10,-4,-1,5,2,19
-10,-19,-3,-3,-3,-19,-13,-24
-10,13,-1,0,-3,3,-23,0
47,24,4,1,7,-17,2,56
-10,-4,6,1,2,-4,-5,-39
-24,17,0,0,-2,-12,13,-19
-4,-38,-7,-3,-8,-11,-16,37
2,17,4,1,-1,-19,3,2
-15,-16,-4,-1,-2,-1,-13,7
3,1,-4,-5,-1,0,-1,-28
1,-6,5,-1,-2,-6,-6,0
-10,4,-12,-5,-4,5,-1,-3
9,16,-5,-6,-2,15,-32,30
-3,-1,-1,0,-1,6,27,-5
0,18,3,2,9,3,7,1
-4,-46,-3,1,-5,12,-5,-8
-8,-13,-9,-3,-3,10,0,-12
4,-11,12,-2,-8,-35,-6,-7
-18,-5,-14,-2,-6,-4,-9,-14
-10,-3,-1,-3,-1,46,-9,-67
20,30,2,-2,-1,5,24,21
-11,-4,1,1,1,-6,-8,-9
8,-1,3,0,3,6,-12,-22
-30,-18,-5,-1,-2,-14,26,9
3,26,4,-1,-5,-6,8,16
-15,-60,-16,-6,-4,-8,-25,-15
-5,-5,-4,-8,-11,-11,-1,-8
7,17,-1,0,4,-22,-10,14
10,1,1,1,0,2,23,33
-1,14,3,2,5,4,-4,-14
9,-3,-3,-1,2,6,-6,8
0,-13,-2,-1,-3,-20,-12,13
-18,8,3,1,2,47,-3,-58
-20,36,8,3,1,-28,1,-7
4,-26,-5,-2,1,-5,-1,3
-6,12,1,-1,3,-3,3,0
17,-5,6,-1,0,0,3,-5
-17,-13,-14,-5,-2,2,-23,-4
-2,0,7,3,-2,-3,-9,69
-8,15,-3,-1,-3,7,14,3
9,-13,2,2,10,-62,-20,12
-10,-48,-3,-1,-2,8,6,-6
1,2,-3,-2,-4,-10,-1,-3
-31,-14,2,1,8,17,-33,-2
8,7,2,-1,-1,3,22,-1
-7,0,-3,-2,-4,15,3,0
19,11,6,2,6,-32,-4,-25
-1,-17,-5,-2,-5,-39,-17,-7
-5,-1,-4,-1,-1,4,-10,-15
2,12,-6,-3,-2,1,-1,-3
-24,-15,2,-2,1,47,14,12
25,24,-3,-4,-7,-5,-9,-4
-2,-9,-4,-4,-8,-11,-4,-28
20,6,-4,-1,-4,19,17,26
-24,-15,2,-1,8,-28,-11,39
18,42,6,2,3,7,2,-11
-12,-53,-10,-2,-4,23,3,11
1,-4,-1,-2,2,20,-1,-9
19,36,-4,-5,-12,-51,-1,-9
-9,-56,-9,-2,-1,6,3,15
-2,4,-4,-3,-3,3,1,9
28,32,1,-1,1,-8,-26,-3
-7,2,0,0,-1,6,61,-1
3,9,-1,-3,-4,40,10,6
11,10,1,-1,-1,5,-8,-17
10,8,2,0,2,-1,-1,5
1,29,1,-1,-5,21,-25,-12
-2,-70,-4,-5,-1,-20,2,-9
-21,-9,-4,-2,-2,-11,6,21
5,15,-2,-1,-1,-3,5,-3
-3,5,-2,-1,-1,30,2,-49
0,64,6,2,2,-6,-16,-23
-14,-72,-7,0,-3,-7,18,15
-7,-21,-3,0,-1,-1,-24,-34
-9,-9,-12,-4,-1,0,7,-16
17,16,1,-2,-8,-15,-21,7
11,60,7,2,-1,-28,-1,-9
-5,-7,-3,-4,0,7,12,3
-14,-23,-2,-1,-2,30,-12,-37
-4,-6,4,1,4,12,8,4
6,-1,-4,-3,-6,-9,-11,6
-4,9,4,0,6,-9,12,-8
0,-16,-5,-1,0,-4,-15,-1
3,34,4,1,5,-14,6,-1
-2,-45,-10,-3,-6,12,-7,-15
-22,-32,-5,-4,-5,1,-2,-2
9,2,0,-1,-6,-5,1,49
-13,5,1,-5,-3,-43,-13,-35
4,39,1,-2,-1,8,3,-19
-11,7,5,5,4,-14,-6,3
14,-4,-1,-1,1,-18,-13,4
-17,-12,-5,2,-4,-10,10,4
-2,3,-1,-1,0,12,8,1
5,14,2,2,-15,-57,-10,-9
9,12,1,1,11,5,-6,-16
-14,-1,2,3,-5,0,-5,9
26,18,3,0,4,1,-15,1
3,-13,-13,-6,-3,7,6,21
-7,-6,0,0,-1,-2,4,1
-2,-7,-1,-1,-2,8,38,11
-26,-29,-12,-7,-6,-6,-10,-14
2,0,3,-1,1,37,9,-5
6,10,0,-2,0,2,-10,-11
-1,-10,-3,-3,1,22,-21,-14
-5,37,8,5,7,-15,-2,36
11,2,1,-2,-7,20,10,16
-24,-23,-4,0,-1,7,-10,-25
11,-6,-1,-2,2,17,0,-1
-9,-22,-2,1,3,33,-3,8
7,35,2,-3,5,67,16,-6
-2,-10,-5,-1,2,0,2,18
-7,-23,-4,-1,-1,-5,-18,-9
-6,-7,2,2,-5,-8,33,2
-3,7,2,1,0,-34,-14,-63
-1,-4,-1,-1,-2,-3,-2,11
18,-6,4,0,-4,0,-11,-18
-11,4,-1,-2,-2,20,-3,-12
-5,11,4,1,0,-15,2,-4
-20,-29,-2,-2,-3,-4,1,2
