4,10,-11,45,10,1,1,1
-4,-26,29,-5,-5,-6,-2,-1
2,-3,-34,1,-1,0,1,0
4,-3,-34,-18,-1,2,0,2
-4,-24,-24,-14,-7,-5,-4,-4
-3,53,28,1,0,-1,-2,-2
2,12,44,36,2,-1,-3,-1
-4,-15,21,10,1,0,1,-1
7,66,-37,13,5,3,0,2
5,9,19,5,3,0,1,2
9,40,65,-6,-5,-2,0,4
-13,-84,-36,-10,-7,-4,-3,-6
-3,19,69,5,3,-1,-3,-4
-12,-32,-110,-3,-6,-5,-3,-6
10,31,-50,-10,-1,3,1,4
-6,5,29,11,2,-4,-4,-3
10,17,-37,-8,-1,5,2,2
-2,6,36,-7,-3,-2,-4,-1
-2,44,97,7,-2,-2,1,-1
-2,-19,-62,-2,0,-1,-1,-1
-13,-32,3,0,-6,-7,-6,-6
5,32,15,2,-1,-1,-1,2
-4,-20,-66,-11,1,4,2,0
3,-4,51,7,1,1,-2,-2
-5,-41,7,-12,-2,1,0,-1
6,-6,-16,6,4,3,1,1
1,-13,-75,-1,2,-1,-1,0
-2,7,-53,-9,-2,-1,0,-2
-12,-75,3,-15,-5,-2,-3,-5
1,-1,85,-14,0,1,2,1
-2,40,-5,2,3,-2,-2,-1
2,22,-48,-14,0,-2,-1,1
-3,-10,22,5,-3,-2,0,1
2,29,22,5,-2,-1,-1,1
1,-24,-7,-10,-1,-2,-2,-2
5,58,-28,0,-7,-2,-4,-2
-1,31,8,-6,-2,-4,-2,-1
-4,-49,-30,-13,-3,-1,-1,-1
3,21,-46,31,4,-1,-2,0
-13,-93,3,-13,-3,-5,-4,-4
7,21,-6,5,0,0,1,1
0,-21,-31,-3,0,0,1,0
-7,26,41,-10,-12,-8,-7,-7
-2,19,3,-8,0,-2,0,0
-4,3,-8,14,5,3,-2,-2
3,8,63,4,1,2,0,0
-7,-24,-16,-1,-2,-4,-2,-3
2,-27,21,4,-1,0,0,0
2,7,11,-6,-3,-2,0,3
-3,44,12,12,-1,-4,-5,-5
-3,-12,43,-10,-3,0,0,-1
2,-5,-2,13,-2,-1,1,0
-5,-50,-37,-10,1,3,0,0
0,29,-21,8,-4,-4,-4,-4
-2,-9,16,-9,-3,-4,-1,-1
-2,18,-15,0,-2,-1,0,-1
-3,0,-36,-13,-2,-3,-2,-2
-8,-63,-31,41,5,1,1,0
5,-19,-14,-4,0,2,1,0
-3,21,-44,-4,2,1,0,-2
9,34,13,6,-1,1,-2,0
-4,6,-4,-14,-2,-2,0,-1
0,-22,-17,-7,-2,-3,-1,0
5,73,64,12,2,4,0,2
-2,-26,-32,-8,-2,-1,-2,-2
-3,-25,-1,-8,1,0,1,-2
-5,20,31,6,3,1,-2,-2
0,6,37,-6,-4,-4,-4,-3
-4,15,86,-12,-9,-10,-5,-5
4,15,10,-11,-2,1,1,2
-4,5,-53,-3,0,-1,0,-1
6,17,-13,7,2,0,0,1
0,6,-28,4,-4,-1,0,0
-4,2,-6,-8,-1,-3,-2,-2
1,32,6,2,-3,-1,-2,0
1,-34,-48,-6,-4,0,-1,-1
1,4,9,-7,-3,-3,-1,0
-1,-11,-12,-6,-4,-4,-3,-2
-1,-5,-25,-4,-2,2,0,-3
5,16,9,2,2,2,2,2
1,1,47,9,2,-1,-1,-2
-12,-29,-6,-6,-5,-3,-4,-4
1,-8,1,1,1,-2,-1,0
0,29,43,-7,-1,-1,-2,-1
-3,13,24,20,1,2,-3,-4
8,29,31,4,3,1,1,1
0,-37,-22,-5,-1,-2,1,0
-3,-16,-8,4,-3,-4,-3,-2
1,1,-28,-3,5,2,1,1
3,1,-24,13,-1,3,-1,-1
-4,3,-37,-32,-8,-2,-2,-3
-3,-11,-21,41,5,-1,-1,-1
0,3,22,4,3,1,0,-1
-5,-32,-49,-10,-5,-4,0,-1
-1,-27,-41,-4,0,-2,-2,-1
1,22,38,2,0,1,0,0
-7,23,-1,-8,-7,-3,-3,-5
-3,-29,-6,2,0,-1,-1,2
-3,-4,-11,-8,-1,0,-1,-2
0,31,97,2,5,1,-2,-2
7,22,-54,9,1,2,2,4
-4,0,33,-8,-2,-1,0,-2
1,10,-6,12,-1,-2,-3,-1
-1,10,-18,-20,-3,-2,0,1
-3,-3,3,-6,-2,-1,-2,-1
5,11,0,4,3,0,0,0
-1,-7,19,6,-3,0,1,1
-11,-10,-15,-8,-8,-4,-5,-6
0,6,-37,2,-4,-5,-5,-3
2,12,-8,0,-1,-1,-1,-2
-2,18,83,34,6,-1,-3,-1
10,36,23,-5,-2,1,0,2
-5,30,55,3,5,3,-1,-2
1,16,33,5,-2,-3,-3,-2
3,-8,-58,-23,-5,-1,1,2
-9,-79,-42,-18,-6,-8,-2,-4
0,-5,26,10,-3,-4,-1,-1
6,-21,-45,-10,1,3,4,2
-1,4,72,4,1,-2,-2,-1
-4,-29,-20,-4,0,1,1,1
5,-20,18,-10,0,0,1,2
-5,0,-9,-1,-3,-1,-1,-2
-2,-41,-59,-10,-3,2,1,1
-4,-29,6,5,0,-2,-2,-2
1,0,14,-1,1,1,0,0
-6,5,57,-1,-3,-3,-4,-5
1,30,-2,-4,3,3,1,-1
2,-10,-4,-2,-3,-3,-2,-2
-3,-4,4,6,-2,-1,0,0
2,7,-48,-5,-1,0,-1,0
-3,4,24,-5,-3,-2,-2,-2
-2,-28,-9,12,4,1,0,1
-3,-20,-33,5,0,-1,-1,-1
2,7,-9,3,-5,-4,-2,0
-4,0,26,6,0,-1,-2,-4
-2,5,30,-10,-3,0,-3,-2
-5,7,12,4,3,-1,-2,-3
-4,-18,-9,6,1,1,-2,-1
-1,8,10,-3,-4,-3,-1,-2
3,22,38,2,-3,-5,-2,-1
-8,-58,-43,-12,-6,-6,-4,-6
-3,-3,13,-3,-1,-2,-2,-3
2,37,31,11,2,-3,-1,-1
-5,-6,-32,-2,0,1,0,-3
2,20,-25,-6,-3,-1,-1,1
-3,21,0,0,-2,-1,-1,0
7,-12,-60,4,0,0,0,2
-7,-48,4,3,2,2,-1,-4
4,19,-1,-8,-5,-1,1,1
-3,-3,-44,-23,-2,-2,0,-1
0,-26,-24,21,6,-1,0,1
0,38,-4,-2,-3,0,-2,-1
-7,-41,-20,-11,-2,1,-1,-3
3,-4,41,7,1,1,-1,1
-1,29,44,-9,-4,-3,-1,-3
-4,-65,-94,-10,-4,0,0,-1
5,58,56,7,3,-1,-1,0
-3,-14,-64,-7,-1,-3,-1,-2
0,-4,24,-11,-3,-2,-1,1
5,38,7,17,-1,-3,0,0
-2,-5,-63,-12,-5,-5,-3,-2
-2,-31,-22,-2,-1,1,1,0
-1,4,36,-3,-4,-1,-2,-2
0,14,-3,-7,-1,-3,-1,-1
3,-7,-12,-6,1,1,2,2
-6,-17,-10,4,-1,-1,-1,-4
-1,15,20,4,0,1,0,-1
3,47,29,-6,1,1,-1,0
-5,-43,1,6,2,-2,-1,-3
-1,14,-23,-7,-3,-2,-2,-1
-1,-13,-22,-4,2,2,0,0
-7,-31,-12,-10,-4,-2,-3,-4
-1,-22,14,1,-3,-1,-1,-2
-1,31,-1,-3,-3,-2,-1,-1
-1,36,15,-6,-5,-3,-2,0
-2,-10,-6,7,-3,-6,-5,-2
-1,-1,7,-1,-3,-2,-2,-1
-1,6,22,-6,0,1,-1,1
-7,-16,-6,-2,-2,-2,-2,-4
4,22,-13,7,0,0,1,2
0,24,-22,-7,-3,0,0,0
0,14,41,7,-1,-2,-3,-5
-1,6,-5,-3,-2,-2,0,0
1,2,2,4,4,1,1,0
1,21,28,2,-2,-2,-2,-2
-3,-6,28,3,-3,-3,-3,-1
-3,-10,19,1,-1,-2,-4,-3
2,-15,-14,-13,-6,-5,-1,2
-7,-22,-12,1,-2,-4,-3,-5
0,16,4,-1,-3,-2,-1,-1
3,-28,-49,-3,2,2,-1,0
-7,18,21,-21,-3,-1,-1,0
-4,-42,-42,26,4,2,1,0
3,-12,-20,2,0,2,0,0
-5,-15,-9,-2,-2,-4,-4,-4
1,12,-12,-2,-1,0,1,-1
1,32,10,-5,-3,-4,-2,-1
-1,32,42,-2,-1,-2,0,0
-1,-6,-11,-2,-3,-3,-1,2
0,5,-10,1,-1,-3,-2,-1
-2,-69,3,-2,-2,1,-2,-1
0,13,1,9,0,-3,-2,-2
-1,-12,-9,-3,-1,-2,0,0
-3,-16,-41,-3,2,3,1,-1
6,18,23,5,-1,-2,-1,1
-7,-28,-31,-7,-1,-1,-3,-2
-5,-26,-35,4,1,0,0,-1
0,-7,37,5,-5,-1,-2,-2
3,-3,-62,-15,-1,0,1,1
-3,-22,-60,30,2,1,0,-1
3,16,14,0,1,-1,1,-1
-4,8,-23,6,2,-2,-2,-3
-4,27,90,-11,-5,-4,-4,-2
-3,-31,9,-11,-1,-2,-2,-3
-3,-7,8,-1,-3,-1,-3,-2
0,5,25,3,1,0,-1,0
-1,32,-40,-4,-5,-2,-3,-1
-3,10,63,-7,0,1,-2,-1
-3,-10,22,2,-4,-5,-4,-3
-4,-14,-9,-4,1,-1,0,-2
10,12,-3,6,3,0,2,5
-7,-35,-75,-18,-8,-2,-2,-2
3,3,-2,-2,3,1,3,0
3,18,-12,-3,-1,-1,-2,-2
-10,-51,-78,-9,-4,-4,-4,-5
11,56,54,11,8,3,2,3
-11,-54,-23,-10,-10,-4,-6,-6
-3,-16,-23,-6,-2,-3,-1,0
-7,-1,52,-11,-5,-4,-3,-6
0,6,21,-2,-2,-3,-2,0
5,-10,-66,-10,1,2,2,3
-14,-67,-29,-6,-6,-5,-5,-6
4,8,8,-5,-1,-1,0,2
2,-10,-48,0,1,1,-1,0
0,12,-11,0,-1,0,0,-1
4,0,46,-1,-2,-1,-1,1
-1,-2,-26,1,1,2,-1,0
0,-39,-61,-8,-7,-7,-4,-2
-7,-2,-16,4,2,1,0,-4
4,45,69,-7,0,0,-1,1
-3,10,14,3,0,-1,0,0
2,-5,13,8,0,-3,0,1
0,8,17,-21,-6,-1,-3,-1
0,1,-30,11,2,2,2,0
5,58,82,7,-2,-3,0,-2
0,23,18,-19,-4,-2,-3,-3
-3,13,40,16,2,-2,-2,-1
3,3,-22,-5,-2,1,-2,0
1,-5,-18,2,0,3,0,1
1,20,-3,-6,-3,-2,-1,-2
-11,-9,-6,-6,-3,-4,-4,-5
0,9,-32,-1,0,-1,0,-1
-3,-17,11,2,1,0,-1,0
-5,-5,9,-3,-3,-3,-1,-3
6,31,-8,5,2,3,0,0
-2,0,24,4,1,-1,-1,-1
-1,20,-18,-1,0,0,-1,-1
0,21,87,3,-2,-3,0,-1
1,-2,33,3,-3,-3,-2,-1
1,-4,24,3,-3,-5,-3,-2
7,29,8,-4,3,-2,-1,1
-10,-80,-32,-4,-4,-2,-3,-4
-2,45,-34,-14,-2,0,0,1
-6,-26,-12,-2,-3,-3,-3,-2
-2,3,2,7,1,-3,-1,-3
3,37,5,6,-1,3,-1,2
-2,2,56,4,0,-2,-1,-3
3,-11,-12,2,1,1,0,0
-10,-49,-40,-15,-6,-6,-2,-5
0,1,61,-5,1,-3,-1,-1
3,4,6,8,-1,-1,-2,0
-1,0,10,-3,2,1,-1,-2
2,-16,-39,-5,-2,0,-2,-1
-7,-9,11,7,-2,-1,-4,-4
4,7,-12,-1,1,1,1,3
-7,-27,-19,-12,-2,-5,-1,-2
-3,-24,-35,1,0,0,-1,1
-1,-9,-38,5,2,0,0,-1
-1,-2,4,-1,-1,-1,-2,-2
5,30,28,9,-2,-2,-1,1
-3,-2,-6,-1,-2,1,-4,-2
1,-42,-28,-8,-2,0,0,1
-10,-29,-28,-3,-3,-4,-1,-5
-4,-17,8,2,-2,-1,0,-2
-2,-9,-2,-1,1,-2,-2,-3
4,50,24,-1,-1,-3,-1,0
0,-20,-13,-6,-3,-3,-2,2
-6,17,-9,5,-1,3,0,-3
-3,12,-7,-19,-5,-1,0,-2
-2,-25,-41,34,6,2,-1,-2
-3,-50,-43,-6,-2,-1,0,0
0,21,35,2,-2,-4,-1,0
2,23,43,6,0,-1,-1,-1
2,16,-1,-7,0,3,1,1
-4,17,-28,-8,-5,-3,-3,-3
0,-7,15,1,0,-1,1,0
-2,-27,0,-2,1,-1,0,-2
1,-5,-22,-13,-2,0,0,-1
6,-11,8,9,2,3,0,1
-4,9,-14,-10,-5,-3,-3,-3
2,14,19,9,1,0,-2,1
-3,7,21,-4,-2,-4,-1,-2
-1,-3,-26,-1,0,-1,0,-2
0,13,77,0,3,4,1,1
0,-38,-47,-2,1,2,0,1
-2,4,-14,0,-6,-5,-6,-4
7,29,32,9,2,0,0,1
3,-8,-56,1,-1,0,0,0
3,10,24,5,-1,-1,2,0
-3,-13,23,-10,-3,-1,-1,-1
0,5,17,-3,-5,-4,0,0
2,-9,-33,-4,1,-1,-3,0
3,26,23,0,-4,-3,-2,0
-8,-50,-65,-7,0,1,1,-2
-2,-9,1,-5,-1,-1,-1,0
-3,12,8,-7,-5,-4,-3,-4
0,-3,-45,-8,-3,0,-2,-1
4,53,82,41,5,1,0,0
-4,-58,-18,-5,0,-1,-2,-3
-5,-13,-22,-10,-5,-4,-1,0
1,5,10,6,0,-1,0,0
-1,-9,-20,-12,-5,-1,-2,0
2,9,-31,-6,2,2,3,2
5,41,68,13,-6,-7,-4,-4
-7,-32,-27,-3,-2,-3,-2,-3
-1,-17,19,-3,7,2,3,1
-4,-13,-40,2,1,-2,-3,-3
-3,-23,-40,-12,-1,1,0,1
0,6,-31,0,-1,-2,-2,-1
3,16,-39,-1,-1,1,1,1
0,33,28,4,-5,-4,-5,-3
-6,-26,-13,0,1,1,-1,-2
-10,-18,4,-6,-4,-5,-2,-3
-4,-3,-18,-9,-3,-4,-3,-2
