-29,-104,104,-11,-11,-12,-9,-12
22,26,-107,-1,-1,1,-4,20
-21,-33,127,-19,-12,-2,-7,-54
-48,-95,77,-1,-7,-9,-16,-15
31,58,-57,-1,6,5,10,42
-17,-17,50,11,-4,-5,-4,-52
22,-15,-93,18,5,3,1,45
6,17,42,-1,2,2,-3,-1
12,-4,40,4,-3,-1,-5,-14
-12,-12,-128,-24,-5,-4,-1,3
8,7,-52,2,7,7,4,16
-13,-58,10,-12,-10,-7,2,-17
-6,58,-94,-12,-8,-6,-6,-7
20,40,-102,4,9,2,4,19
-7,44,34,-7,-4,0,3,-28
13,-16,34,-5,4,7,5,41
22,15,-53,11,6,5,10,55
-29,27,-83,-11,-8,-7,-4,-43
-34,-57,73,-11,1,-9,-6,-16
13,10,-2,12,-3,-2,-2,-7
1,5,-24,-10,4,5,1,-4
28,59,-49,5,11,7,7,27
-2,-49,-12,3,-6,-1,0,3
12,72,-68,-8,-7,-1,-4,-4
-17,-66,16,2,11,3,3,-9
1,-18,-82,-21,-1,7,0,-1
-5,-36,37,-8,-2,-5,11,14
-4,33,-63,-8,-5,-5,-2,3
18,19,-18,15,0,-3,-16,-14
-2,-35,5,0,5,6,3,12
-17,-2,46,3,-14,-10,-18,-22
15,69,-27,10,5,7,14,21
-6,77,50,12,-6,-7,-4,-18
-3,15,8,-2,4,2,6,6
-2,26,-3,8,-5,-3,-6,9
1,9,-76,3,-1,-5,-8,-18
-13,28,119,15,-1,-2,0,-13
11,53,-66,-5,3,6,9,7
8,7,-7,4,-10,-4,-8,14
-37,-128,30,-44,-10,-4,5,-30
-20,12,-14,-1,11,1,5,-27
19,40,73,16,-5,-7,-7,13
7,-7,31,1,-2,-5,-5,-4
-3,-29,24,3,1,-2,1,-2
2,-13,6,2,-6,-6,-22,3
-5,42,89,-4,-8,-8,-4,-21
27,33,-128,-3,8,8,9,14
-6,102,71,11,-12,-10,-13,-5
-10,-42,-8,-12,-2,-1,2,-12
7,-8,-34,-2,-3,1,-3,6
2,61,48,15,-3,-5,3,24
8,-16,-114,1,-3,-1,-14,-12
7,59,-72,0,4,10,17,16
-8,17,-19,27,-4,-7,-3,-7
-7,-20,38,-13,4,1,1,0
30,86,-71,11,5,1,3,8
-20,-81,17,-22,-15,-12,-21,-11
13,28,-4,-1,1,1,-3,6
-14,-8,-64,-11,-4,0,2,-10
-7,-45,50,4,3,2,-2,-1
-2,-92,-87,-1,8,7,-4,-7
-3,-27,-14,-10,-3,-2,-2,9
19,35,-72,13,17,18,15,10
-21,-61,39,-24,-13,-12,-7,-6
-15,-27,2,1,5,2,8,4
