17,6,40,37,-22,-44,52,-9
-67,-1,-56,-31,-53,21,-76,-106
24,18,60,47,20,14,61,-13
-126,-20,-23,15,-8,-81,127,-47
44,-37,-27,-15,-18,15,-106,-31
97,0,-28,-36,1,-3,-48,-7
127,58,7,44,7,-112,89,127
-95,-93,-30,-97,-83,-87,-123,-128
-4,-13,80,79,68,-56,-128,-69
-16,2,9,-72,-47,-90,127,112
-79,-42,-30,-62,-4,79,-128,-113
127,87,40,22,38,109,127,94
-128,7,-35,-30,-18,22,-13,-35
107,31,34,-6,36,34,47,69
20,-49,20,-13,-18,-128,82,72
-73,-48,-37,-10,-4,-1,-124,-66
53,-14,-2,10,16,-56,69,57
88,24,-58,12,-15,54,14,13
-32,105,46,32,35,64,-128,-43
26,-65,-18,-25,-18,-128,88,58
4,-19,-35,0,12,47,-48,-12
-32,15,75,88,8,-60,117,29
-9,46,42,-23,2,-4,28,-35
-65,-67,23,59,-19,18,-117,-104
38,-25,-87,23,2,127,74,72
68,-49,79,-60,22,26,-38,-26
66,17,-23,-20,-13,-111,65,-3
-19,17,77,71,28,-23,96,-31
-6,52,24,-12,-8,8,-87,-79
-73,-38,-95,21,2,5,74,-17
-77,-65,13,3,-8,99,103,-18
68,22,17,-21,-14,35,29,37
-35,-18,-60,-8,-14,-33,20,-14
-75,58,43,6,5,101,-64,-91
-113,-32,-28,4,-16,-113,-96,-26
75,45,-26,-24,14,34,-25,116
66,9,-43,-51,-49,91,-24,-9
43,15,39,64,5,-43,-9,51
-22,5,-17,-46,-26,11,-101,13
-54,-33,-30,7,9,67,-21,-69
14,23,70,-3,21,-23,17,61
57,31,12,6,-1,57,30,31
-56,-10,-16,-43,-2,-33,-74,-44
-59,-20,-87,-19,-38,-23,69,38
-38,2,25,38,28,20,28,-15
47,5,-57,-1,-31,40,-19,4
55,11,50,54,27,-69,-75,-12
126,1,-29,-40,-21,73,47,-11
66,20,15,13,19,-56,-123,25
-23,-49,-21,-3,13,49,-48,-26
20,-19,-13,28,-10,-46,-35,-22
13,58,57,28,16,-34,-36,-27
-51,-23,-53,12,-56,-128,-8,-36
29,-13,0,-49,15,-64,-128,-84
101,30,-50,-7,-4,127,83,113
37,47,63,17,27,30,39,35
-64,-22,63,41,11,127,17,-24
36,13,-14,-34,3,45,-127,-27
72,0,24,44,4,-89,5,13
51,24,33,5,20,33,52,80
-35,-112,-105,-44,-11,106,-108,-30
-76,-49,65,-16,12,-6,38,-33
4,-26,13,12,-23,66,-41,-6
-7,35,-16,44,10,51,-26,41
64,16,53,35,52,17,80,44
-100,33,29,-28,-17,-89,-52,37
-75,0,-48,-29,15,91,-46,-77
5,-6,-12,4,-9,46,-27,30
63,9,7,-26,4,-49,-82,17
87,40,-3,1,-7,-91,90,101
-39,26,-47,-35,3,-26,-81,-30
51,-19,63,32,6,52,6,6
-46,-68,-45,40,-25,-25,95,-72
-59,-28,77,55,27,116,28,-32
23,-97,-73,-13,-31,-53,24,90
34,47,30,-39,30,14,-128,-44
123,44,1,-3,-11,-118,76,127
-59,17,-19,6,-8,-46,5,-33
-82,-22,46,56,18,-12,-19,-105
47,-24,-16,-39,-15,-65,-95,-46
50,62,2,-48,-10,-44,3,-1
3,42,5,-13,2,58,39,-6
127,61,37,-31,-1,28,71,98
-116,-82,-36,14,-19,-39,-119,-82
-74,65,42,2,5,10,19,-44
-30,-76,-82,-47,-33,-90,-63,6
83,-35,-42,-13,-1,94,-11,-14
75,72,77,49,41,26,127,127
-128,2,-37,-47,-29,57,-109,-122
37,-56,-55,-39,-17,-58,-19,16
-45,13,75,44,13,49,-18,0
-60,45,-29,-15,8,9,-102,-50
-25,-76,-12,-16,-6,-64,-49,-24
31,44,-21,-14,-6,76,-128,-85
-15,22,-22,-50,-14,38,-53,5
21,40,36,44,9,-115,20,32
-97,-91,-46,9,17,86,-126,-43
108,41,33,30,15,50,43,73
-34,-17,1,-100,-42,-79,-25,-33
77,75,44,69,33,65,45,87
-66,-31,-35,-29,-17,19,-58,-108
57,36,34,-45,4,-128,106,127
22,-3,25,37,7,-41,45,8
-36,-106,-75,-55,-31,53,-89,-65
66,56,32,32,10,6,14,59
-89,-33,7,-38,-5,54,50,-12
-25,12,-21,-1,-1,74,-74,-41
21,-60,-50,-63,-55,-70,-46,-5
93,51,69,48,17,7,76,101
-81,-3,-22,46,8,42,67,-43
4,-18,-41,-17,-16,31,-63,-15
87,27,18,18,13,-25,65,7
-26,24,-12,-24,-8,-11,-8,27
-24,33,-8,20,5,45,-101,-49
24,-5,6,20,17,-17,119,63
-67,33,-9,-27,-5,71,6,-72
9,10,47,10,-5,-11,120,76
100,-9,-46,3,-5,-118,-116,51
-82,-16,49,1,9,60,-52,-89
10,-43,-77,-29,-5,-45,37,13
66,11,37,18,14,46,94,90
104,-17,-32,32,-13,-61,-128,42
1,0,13,4,15,2,-30,-37
-62,-38,-5,17,11,-11,96,27
-19,-13,32,-23,-16,-3,-128,-54
34,30,32,68,17,40,-2,-13
-49,28,-29,-2,-2,-9,44,51
-63,10,32,-9,3,-84,-100,1
9,-66,-49,20,-3,46,-29,-15
-20,-3,18,-30,-2,66,26,-10
-48,-23,-32,-6,-12,-68,-102,-42
-12,-27,-10,-50,-4,-1,-70,-30
-53,5,-29,-3,3,82,127,40
76,5,37,-38,-27,-76,50,16
-56,-28,-32,-1,-5,-28,-45,-29
-14,2,3,-28,-11,-36,-26,14
10,-3,-22,-43,3,20,-103,-78
-14,25,52,50,13,-40,-84,-6
111,14,6,0,-5,-30,127,80
-74,-9,12,-10,-17,42,-32,-26
32,-32,-28,-7,-3,-1,-2,-3
