-3,-5,-16,-4,1,-22,-38,-15
3,0,2,-13,-20,-41,-16,-10
7,8,12,2,3,-6,9,18
6,5,-1,-1,-3,-20,-26,12
-19,-5,4,4,6,-10,21,-5
13,-4,-7,1,-4,-30,-14,50
-5,0,3,1,7,28,-15,-27
-7,2,-4,-4,1,45,13,0
11,-2,-6,-2,-9,-16,-6,-3
-6,-7,-4,-1,1,19,13,8
-6,2,1,1,4,17,-4,-45
0,2,0,0,-9,-72,-16,-2
4,2,2,-1,-1,21,8,15
11,3,1,1,0,19,-4,46
10,1,0,0,5,-11,6,40
-9,7,-4,-6,-15,-32,-22,-57
6,-22,-14,3,9,46,15,50
-15,2,3,-6,-21,-33,-7,-35
-8,-1,0,3,10,54,28,-24
-8,-4,4,2,-1,-27,-11,-59
5,5,-4,2,18,15,9,17
-19,-4,-7,0,1,-31,12,-24
-3,-5,3,-2,-1,2,18,22
20,7,1,1,-8,-9,-27,-12
-19,1,8,-2,-9,-2,-7,-18
-3,-14,-19,-2,7,16,-11,-58
-9,-1,0,-2,1,8,-3,-45
3,-5,3,0,-9,-27,14,73
12,4,-2,-1,0,-10,-6,-14
9,6,6,2,5,28,19,21
0,-1,-6,-5,-9,-52,28,66
12,-7,-6,2,15,40,-2,42
-6,3,8,-3,-13,40,0,-19
-11,-4,-6,-1,4,28,4,-31
15,-3,-6,-1,-8,-38,-2,80
-13,-1,2,-2,-3,-11,0,-75
-1,3,8,-2,1,-41,-12,-22
6,-12,-21,-7,-4,47,41,86
9,9,7,2,-2,-28,0,12
-9,-3,10,-3,-1,-23,8,-30
-5,0,-7,-1,1,-40,27,6
13,9,10,6,17,36,-13,-49
-28,-6,-7,-6,-5,21,5,-38
-6,-6,-3,-2,4,75,67,77
3,2,-5,-2,-6,26,-5,-40
-2,0,6,3,-2,-24,-15,-30
18,-8,-9,-4,-18,-71,-38,50
-23,-1,0,-4,-20,-47,-3,-39
5,5,2,7,18,-22,18,-29
-9,1,-4,-7,-8,-44,-10,-27
-3,-10,-1,2,2,29,-35,-74
-17,-5,-6,-6,5,-12,12,28
12,-3,-3,-3,-9,15,-19,51
2,2,0,0,3,-7,4,15
0,5,9,2,-3,-19,-15,-54
-1,-1,-4,3,6,6,-8,16
5,-4,-1,-2,2,2,-14,21
2,2,0,-2,-4,-30,-3,22
-5,2,2,1,-7,-4,-22,-63
-11,4,5,3,14,26,-1,-38
9,0,-2,-7,-4,-13,-2,18
-19,0,-10,-2,-4,-64,-16,-42
11,5,-1,-1,-4,-17,40,65
5,-5,-15,5,10,-2,-25,-23
-17,0,17,-2,-8,-21,-17,-94
