-41,2,-19,-34,-7,-10,-3,-17
38,-3,-11,0,-6,0,2,10
24,6,19,44,5,-3,-2,-3
-22,8,8,8,3,8,-2,-10
34,11,-44,-81,-13,-9,-3,1
-30,-22,37,81,10,-2,-6,-8
-10,-1,4,13,3,2,-1,-1
-38,-9,-6,-9,-4,0,9,-7
15,2,-11,-17,-10,-4,-2,4
25,-1,-9,-2,-7,0,-2,21
-68,-15,7,-29,-11,-1,-3,-15
-18,1,-11,22,17,-2,-6,-1
47,1,4,0,-1,-3,1,-6
-72,-6,10,-6,0,0,-2,-10
26,7,13,13,-6,-6,-3,-5
24,-14,-13,-35,-12,-6,-6,18
-64,1,2,2,1,2,3,-13
50,13,-8,-18,-8,-4,0,3
11,1,-11,-18,4,1,-2,-25
-27,-8,24,43,6,8,-4,-4
5,-4,-3,3,-2,-2,5,14
-27,19,7,1,4,-1,0,-5
54,-17,-24,-23,-3,13,3,8
-21,9,16,17,4,2,-4,-6
3,-25,0,24,-5,-4,-2,-4
-4,-2,-10,-14,-2,2,10,22
31,22,3,0,9,-5,-3,25
73,-5,-7,-38,-13,-33,3,26
-58,9,8,36,15,44,7,-7
30,-21,16,23,6,4,2,17
38,2,14,2,-4,-8,-4,12
-22,10,-12,-28,-3,6,3,-7
19,0,-5,-13,-5,-21,-11,5
-18,7,-15,-58,-14,-9,-7,8
-57,10,8,41,10,6,-3,-5
-1,-21,10,22,-2,0,9,-20
22,-1,5,-30,3,3,-9,-22
19,21,-7,10,-1,3,-2,19
-13,-19,-1,-60,-12,-12,-9,-2
40,5,-12,7,3,0,-20,26
-30,0,-6,-21,-5,-3,38,-3
-17,-13,-10,6,1,5,1,-34
-11,4,-5,-48,-10,-3,-1,-4
-5,-5,15,29,7,11,7,2
31,-2,-25,-24,-10,-7,-13,0
28,-9,11,36,2,-4,-1,-5
-12,16,-1,8,-4,-1,-2,-7
1,-9,-20,-15,0,5,-10,-28
26,16,3,8,-2,-8,4,37
-35,1,10,-4,0,1,5,-18
16,-4,-8,4,-1,0,-19,-15
9,4,0,-19,-8,-4,4,-7
-72,-15,-18,-59,-6,-6,-3,-9
-8,-4,11,53,8,-12,-14,-31
49,3,-7,19,5,13,2,30
-44,-5,-7,-20,-4,4,6,12
7,11,30,47,3,-8,0,34
-11,-17,-9,-44,-9,-8,-6,-6
24,-3,1,26,7,-4,-3,-14
-47,-11,-28,-12,4,1,-3,-22
32,11,25,17,-2,1,-9,2
6,5,-1,-1,0,1,-2,3
-47,-37,-6,-2,-8,-13,-11,-9
-15,20,17,-24,-4,4,27,8
1,10,-3,-6,-4,-4,-22,-33
33,-6,-2,-6,-1,-9,13,31
-21,-15,-6,-14,-2,-3,-17,-19
74,2,-2,-18,-8,0,38,32
-44,-9,5,9,-5,-22,-34,-41
18,-3,-27,-30,2,25,-6,5
121,18,0,19,4,18,33,38
-88,-17,10,15,-1,-20,-51,-43
44,-3,-6,10,3,3,3,4
-12,5,-21,-15,-3,-6,4,-20
60,0,18,13,-3,-2,12,31
-40,-1,-45,-53,-16,-4,-5,-9
11,-25,17,29,8,4,12,12
-38,3,9,-7,2,-3,-10,-18
-50,-5,-9,-4,-9,-5,6,-29
-68,12,5,-6,-1,-2,-7,4
9,-24,-27,-19,-11,-7,-3,-11
-57,-21,-18,-44,-17,-4,-8,-12
-37,3,16,22,12,2,5,15
88,2,2,17,5,-2,-28,-6
-64,2,-8,-1,0,13,34,35
-19,15,13,-29,3,-10,20,7
73,3,5,11,-3,-4,2,2
-33,-23,-11,-7,-4,7,19,21
12,-3,5,20,4,-10,-34,-31
58,6,-9,-9,-1,8,37,34
-36,-4,-20,-42,-12,-21,-36,-24
51,15,22,40,13,12,14,17
-25,1,-23,-26,-7,-2,1,5
12,-21,37,29,2,-3,-12,-13
-56,-14,-11,-30,-10,-6,-1,-5
40,16,-24,-5,-4,-3,-3,10
-20,1,31,-2,6,4,4,-22
37,16,1,40,11,3,-12,25
-93,-2,12,33,-3,-6,3,-35
87,5,12,4,4,1,6,0
-20,1,-20,-36,-6,-1,12,12
-15,-9,3,9,4,10,4,7
-28,11,-3,-10,0,2,10,-2
1,-6,8,29,1,4,6,-18
-4,7,-12,-11,1,-1,-12,8
-40,-5,4,5,-4,-8,-8,-7
-1,-6,-6,5,-4,9,0,-22
-5,-3,-2,-19,-4,-8,-2,5
17,16,5,17,-1,5,7,5
-33,-8,-13,-24,-9,-10,-10,-38
50,-8,-22,-34,-1,-1,-1,21
32,4,18,65,8,2,0,-14
39,-8,1,-18,-2,3,-1,6
